"0","11"
"1","8"
"2","14"
"3","3"
"4","18"
"5","2"
"6","2"
"7","1"
"8","7"
"9","15"
"10","7"
"11","6"
"12","6"
"13","14"
"14","3"
"15","16"
"16","15"
"17","14"
"18","3"
"19","12"
"20","12"
"21","2"
"22","7"
"23","18"
"24","3"
"25","12"
"26","1"
"27","17"
"28","17"
"29","6"
"30","13"
"31","14"
"32","20"
"33","11"
"34","19"
"35","12"
"36","7"
"37","7"
"38","5"
"39","6"
"40","17"
"41","7"
"42","16"
"43","4"
"44","14"
"45","8"
"46","2"
"47","20"
"48","2"
"49","14"
"50","19"
"51","9"
"52","16"
"53","16"
"54","13"
"55","19"
"56","9"
"57","11"
"58","2"
"59","10"
"60","18"
"61","13"
"62","8"
"63","20"
"64","11"
"65","13"
"66","3"
"67","11"
"68","5"
"69","9"
"70","3"
"71","7"
"72","14"
"73","14"
"74","2"
"75","10"
"76","6"
"77","4"
"78","18"
"79","17"
"80","10"
"81","2"
"82","8"
"83","3"
"84","9"
"85","14"
"86","20"
"87","18"
"88","10"
"89","11"
"90","9"
"91","13"
"92","5"
"93","3"
"94","1"
"95","18"
"96","7"
"97","8"
"98","14"
"99","4"
