"0","16"
"1","9"
"2","4"
"3","15"
"4","3"
"5","1"
"6","9"
"7","5"
"8","18"
"9","13"
"10","1"
"11","17"
"12","12"
"13","9"
"14","18"
"15","19"
"16","15"
"17","8"
"18","3"
"19","5"
"20","18"
"21","9"
"22","15"
"23","12"
"24","7"
"25","8"
"26","12"
"27","2"
"28","1"
"29","1"
"30","16"
"31","14"
"32","8"
"33","5"
"34","5"
"35","20"
"36","2"
"37","8"
"38","17"
"39","2"
"40","6"
"41","4"
"42","1"
"43","20"
"44","4"
"45","20"
"46","11"
"47","18"
"48","15"
"49","12"
"50","19"
"51","11"
"52","15"
"53","13"
"54","6"
"55","18"
"56","4"
"57","8"
"58","15"
"59","13"
"60","5"
"61","12"
"62","16"
"63","20"
"64","5"
"65","1"
"66","17"
"67","9"
"68","19"
"69","1"
"70","8"
"71","6"
"72","5"
"73","3"
"74","4"
"75","20"
"76","19"
"77","19"
"78","19"
"79","20"
"80","19"
"81","13"
"82","8"
"83","4"
"84","1"
"85","8"
"86","19"
"87","5"
"88","1"
"89","3"
"90","4"
"91","2"
"92","9"
"93","16"
"94","14"
"95","12"
"96","8"
"97","9"
"98","4"
"99","6"
