"0","17"
"1","4"
"2","18"
"3","3"
"4","1"
"5","13"
"6","17"
"7","5"
"8","5"
"9","12"
"10","13"
"11","17"
"12","18"
"13","5"
"14","14"
"15","12"
"16","16"
"17","10"
"18","4"
"19","11"
"20","4"
"21","1"
"22","11"
"23","13"
"24","11"
"25","10"
"26","9"
"27","19"
"28","14"
"29","17"
"30","8"
"31","11"
"32","17"
"33","19"
"34","1"
"35","6"
"36","12"
"37","15"
"38","3"
"39","1"
"40","16"
"41","5"
"42","5"
"43","15"
"44","1"
"45","1"
"46","7"
"47","10"
"48","12"
"49","17"
"50","14"
"51","3"
"52","17"
"53","14"
"54","10"
"55","12"
"56","7"
"57","17"
"58","12"
"59","13"
"60","3"
"61","8"
"62","5"
"63","6"
"64","3"
"65","19"
"66","6"
"67","1"
"68","19"
"69","12"
"70","12"
"71","7"
"72","2"
"73","19"
"74","16"
"75","14"
"76","15"
"77","19"
"78","7"
"79","11"
"80","9"
"81","15"
"82","15"
"83","9"
"84","10"
"85","13"
"86","5"
"87","10"
"88","12"
"89","13"
"90","19"
"91","9"
"92","12"
"93","5"
"94","16"
"95","18"
"96","11"
"97","9"
"98","4"
"99","15"
