"0","12"
"1","8"
"2","9"
"3","2"
"4","6"
"5","8"
"6","17"
"7","4"
"8","1"
"9","1"
"10","18"
"11","9"
"12","19"
"13","19"
"14","19"
"15","11"
"16","9"
"17","18"
"18","19"
"19","9"
"20","17"
"21","10"
"22","6"
"23","10"
"24","1"
"25","10"
"26","10"
"27","13"
"28","13"
"29","17"
"30","1"
"31","1"
"32","4"
"33","16"
"34","6"
"35","16"
"36","17"
"37","1"
"38","2"
"39","15"
"40","19"
"41","16"
"42","10"
"43","16"
"44","11"
"45","16"
"46","3"
"47","19"
"48","7"
"49","6"
"50","9"
"51","20"
"52","6"
"53","14"
"54","13"
"55","10"
"56","19"
"57","20"
"58","17"
"59","7"
"60","9"
"61","17"
"62","18"
"63","3"
"64","12"
"65","10"
"66","7"
"67","13"
"68","11"
"69","6"
"70","16"
"71","6"
"72","19"
"73","12"
"74","18"
"75","13"
"76","5"
"77","20"
"78","5"
"79","9"
"80","15"
"81","3"
"82","17"
"83","1"
"84","7"
"85","16"
"86","19"
"87","1"
"88","1"
"89","10"
"90","19"
"91","15"
"92","16"
"93","7"
"94","16"
"95","9"
"96","5"
"97","11"
"98","18"
"99","7"
