"0","15"
"1","9"
"2","16"
"3","17"
"4","17"
"5","13"
"6","15"
"7","11"
"8","14"
"9","17"
"10","19"
"11","16"
"12","16"
"13","9"
"14","3"
"15","17"
"16","1"
"17","2"
"18","14"
"19","18"
"20","17"
"21","17"
"22","8"
"23","15"
"24","15"
"25","13"
"26","12"
"27","1"
"28","7"
"29","18"
"30","2"
"31","11"
"32","9"
"33","14"
"34","7"
"35","12"
"36","3"
"37","1"
"38","18"
"39","2"
"40","17"
"41","18"
"42","2"
"43","5"
"44","6"
"45","20"
"46","10"
"47","3"
"48","4"
"49","15"
"50","18"
"51","12"
"52","5"
"53","17"
"54","11"
"55","11"
"56","12"
"57","1"
"58","6"
"59","20"
"60","11"
"61","11"
"62","17"
"63","16"
"64","15"
"65","12"
"66","18"
"67","11"
"68","6"
"69","1"
"70","14"
"71","4"
"72","18"
"73","13"
"74","15"
"75","16"
"76","14"
"77","13"
"78","15"
"79","20"
"80","18"
"81","4"
"82","16"
"83","9"
"84","20"
"85","3"
"86","20"
"87","4"
"88","2"
"89","17"
"90","6"
"91","6"
"92","8"
"93","20"
"94","16"
"95","15"
"96","1"
"97","13"
"98","20"
"99","6"
