"0","3"
"1","10"
"2","1"
"3","14"
"4","6"
"5","6"
"6","20"
"7","8"
"8","18"
"9","20"
"10","15"
"11","9"
"12","17"
"13","2"
"14","20"
"15","3"
"16","13"
"17","2"
"18","1"
"19","14"
"20","11"
"21","13"
"22","10"
"23","6"
"24","14"
"25","4"
"26","18"
"27","19"
"28","18"
"29","14"
"30","1"
"31","17"
"32","5"
"33","16"
"34","4"
"35","18"
"36","12"
"37","14"
"38","6"
"39","1"
"40","15"
"41","4"
"42","3"
"43","12"
"44","14"
"45","17"
"46","5"
"47","18"
"48","11"
"49","11"
"50","14"
"51","15"
"52","5"
"53","12"
"54","1"
"55","9"
"56","4"
"57","2"
"58","17"
"59","6"
"60","4"
"61","11"
"62","11"
"63","4"
"64","13"
"65","11"
"66","16"
"67","13"
"68","4"
"69","2"
"70","18"
"71","15"
"72","3"
"73","17"
"74","10"
"75","7"
"76","2"
"77","9"
"78","4"
"79","3"
"80","6"
"81","13"
"82","3"
"83","2"
"84","8"
"85","10"
"86","15"
"87","17"
"88","3"
"89","16"
"90","15"
"91","19"
"92","12"
"93","3"
"94","9"
"95","9"
"96","19"
"97","3"
"98","6"
"99","8"
