"0","3"
"1","12"
"2","5"
"3","20"
"4","13"
"5","17"
"6","7"
"7","19"
"8","2"
"9","15"
"10","7"
"11","3"
"12","15"
"13","8"
"14","17"
"15","20"
"16","10"
"17","9"
"18","3"
"19","5"
"20","8"
"21","9"
"22","8"
"23","9"
"24","11"
"25","3"
"26","5"
"27","7"
"28","13"
"29","13"
"30","4"
"31","16"
"32","11"
"33","8"
"34","17"
"35","11"
"36","14"
"37","14"
"38","18"
"39","15"
"40","16"
"41","3"
"42","10"
"43","17"
"44","11"
"45","19"
"46","2"
"47","18"
"48","3"
"49","3"
"50","12"
"51","5"
"52","9"
"53","18"
"54","10"
"55","11"
"56","12"
"57","7"
"58","3"
"59","6"
"60","15"
"61","1"
"62","9"
"63","16"
"64","2"
"65","13"
"66","8"
"67","1"
"68","7"
"69","5"
"70","3"
"71","3"
"72","13"
"73","10"
"74","17"
"75","7"
"76","8"
"77","1"
"78","9"
"79","8"
"80","19"
"81","16"
"82","7"
"83","2"
"84","12"
"85","20"
"86","7"
"87","17"
"88","6"
"89","14"
"90","5"
"91","20"
"92","13"
"93","6"
"94","20"
"95","13"
"96","9"
"97","19"
"98","7"
"99","1"
