"0","6"
"1","5"
"2","17"
"3","18"
"4","20"
"5","18"
"6","3"
"7","13"
"8","17"
"9","18"
"10","14"
"11","20"
"12","9"
"13","2"
"14","11"
"15","11"
"16","18"
"17","5"
"18","19"
"19","3"
"20","4"
"21","2"
"22","14"
"23","10"
"24","7"
"25","4"
"26","14"
"27","2"
"28","5"
"29","16"
"30","17"
"31","7"
"32","13"
"33","12"
"34","14"
"35","1"
"36","2"
"37","15"
"38","15"
"39","18"
"40","6"
"41","1"
"42","12"
"43","20"
"44","2"
"45","5"
"46","10"
"47","2"
"48","11"
"49","17"
"50","6"
"51","2"
"52","15"
"53","18"
"54","6"
"55","8"
"56","10"
"57","10"
"58","2"
"59","17"
"60","20"
"61","2"
"62","13"
"63","18"
"64","8"
"65","2"
"66","7"
"67","12"
"68","8"
"69","12"
"70","11"
"71","5"
"72","12"
"73","15"
"74","10"
"75","10"
"76","9"
"77","6"
"78","6"
"79","13"
"80","6"
"81","13"
"82","10"
"83","14"
"84","9"
"85","5"
"86","3"
"87","2"
"88","8"
"89","13"
"90","4"
"91","19"
"92","12"
"93","4"
"94","7"
"95","3"
"96","16"
"97","9"
"98","7"
"99","6"
