"0","8"
"1","8"
"2","16"
"3","14"
"4","5"
"5","6"
"6","8"
"7","5"
"8","6"
"9","3"
"10","10"
"11","10"
"12","12"
"13","20"
"14","12"
"15","11"
"16","6"
"17","2"
"18","3"
"19","18"
"20","11"
"21","10"
"22","19"
"23","16"
"24","13"
"25","14"
"26","10"
"27","7"
"28","5"
"29","6"
"30","1"
"31","14"
"32","5"
"33","16"
"34","17"
"35","8"
"36","4"
"37","6"
"38","8"
"39","17"
"40","20"
"41","14"
"42","13"
"43","9"
"44","14"
"45","4"
"46","5"
"47","9"
"48","1"
"49","16"
"50","16"
"51","11"
"52","5"
"53","2"
"54","4"
"55","4"
"56","4"
"57","6"
"58","1"
"59","18"
"60","20"
"61","18"
"62","6"
"63","1"
"64","17"
"65","4"
"66","16"
"67","2"
"68","17"
"69","11"
"70","8"
"71","14"
"72","18"
"73","17"
"74","11"
"75","9"
"76","2"
"77","9"
"78","11"
"79","10"
"80","15"
"81","10"
"82","1"
"83","7"
"84","2"
"85","12"
"86","20"
"87","19"
"88","2"
"89","1"
"90","4"
"91","4"
"92","3"
"93","13"
"94","2"
"95","16"
"96","1"
"97","19"
"98","4"
"99","8"
