"0","19"
"1","7"
"2","2"
"3","16"
"4","7"
"5","19"
"6","5"
"7","13"
"8","4"
"9","1"
"10","2"
"11","1"
"12","20"
"13","9"
"14","20"
"15","19"
"16","19"
"17","11"
"18","16"
"19","15"
"20","9"
"21","1"
"22","4"
"23","2"
"24","14"
"25","17"
"26","9"
"27","19"
"28","3"
"29","13"
"30","19"
"31","12"
"32","17"
"33","8"
"34","7"
"35","7"
"36","12"
"37","3"
"38","20"
"39","12"
"40","7"
"41","6"
"42","7"
"43","16"
"44","12"
"45","6"
"46","6"
"47","20"
"48","4"
"49","14"
"50","13"
"51","20"
"52","20"
"53","2"
"54","13"
"55","11"
"56","17"
"57","20"
"58","8"
"59","12"
"60","10"
"61","3"
"62","9"
"63","15"
"64","18"
"65","19"
"66","8"
"67","14"
"68","14"
"69","18"
"70","15"
"71","12"
"72","5"
"73","9"
"74","14"
"75","19"
"76","1"
"77","10"
"78","13"
"79","18"
"80","9"
"81","10"
"82","16"
"83","18"
"84","2"
"85","16"
"86","2"
"87","11"
"88","11"
"89","9"
"90","19"
"91","7"
"92","10"
"93","3"
"94","1"
"95","10"
"96","20"
"97","16"
"98","19"
"99","20"
