"0","15"
"1","20"
"2","18"
"3","5"
"4","2"
"5","5"
"6","10"
"7","1"
"8","18"
"9","6"
"10","11"
"11","19"
"12","5"
"13","15"
"14","15"
"15","6"
"16","16"
"17","14"
"18","10"
"19","6"
"20","17"
"21","14"
"22","9"
"23","18"
"24","15"
"25","17"
"26","18"
"27","17"
"28","11"
"29","14"
"30","1"
"31","6"
"32","4"
"33","17"
"34","16"
"35","0"
"36","20"
"37","15"
"38","4"
"39","1"
"40","8"
"41","16"
"42","20"
"43","18"
"44","7"
"45","7"
"46","12"
"47","12"
"48","0"
"49","7"
"50","19"
"51","0"
"52","20"
"53","6"
"54","13"
"55","7"
"56","13"
"57","15"
"58","11"
"59","15"
"60","17"
"61","19"
"62","18"
"63","17"
"64","3"
"65","0"
"66","19"
"67","12"
"68","10"
"69","5"
"70","12"
"71","2"
"72","8"
"73","18"
"74","9"
"75","11"
"76","2"
"77","15"
"78","10"
"79","18"
"80","2"
"81","0"
"82","4"
"83","3"
"84","0"
"85","6"
"86","10"
"87","14"
"88","4"
"89","12"
"90","17"
"91","10"
"92","14"
"93","2"
"94","20"
"95","6"
"96","6"
"97","15"
"98","9"
"99","3"
