"0","18"
"1","6"
"2","14"
"3","1"
"4","11"
"5","14"
"6","15"
"7","10"
"8","7"
"9","16"
"10","16"
"11","20"
"12","12"
"13","16"
"14","1"
"15","18"
"16","18"
"17","18"
"18","7"
"19","18"
"20","18"
"21","13"
"22","18"
"23","20"
"24","14"
"25","11"
"26","4"
"27","0"
"28","13"
"29","18"
"30","7"
"31","6"
"32","4"
"33","15"
"34","1"
"35","16"
"36","16"
"37","7"
"38","18"
"39","17"
"40","12"
"41","6"
"42","1"
"43","16"
"44","9"
"45","15"
"46","17"
"47","0"
"48","20"
"49","15"
"50","3"
"51","16"
"52","11"
"53","10"
"54","18"
"55","7"
"56","13"
"57","7"
"58","2"
"59","1"
"60","11"
"61","19"
"62","19"
"63","7"
"64","11"
"65","11"
"66","14"
"67","17"
"68","19"
"69","13"
"70","7"
"71","5"
"72","16"
"73","6"
"74","19"
"75","1"
"76","1"
"77","5"
"78","12"
"79","8"
"80","14"
"81","8"
"82","3"
"83","2"
"84","11"
"85","5"
"86","5"
"87","5"
"88","10"
"89","1"
"90","8"
"91","1"
"92","14"
"93","1"
"94","0"
"95","0"
"96","18"
"97","11"
"98","14"
"99","5"
