"0","5"
"1","0"
"2","4"
"3","5"
"4","1"
"5","2"
"6","3"
"7","9"
"8","5"
"9","8"
"10","2"
"11","7"
"12","1"
"13","1"
"14","0"
"15","3"
"16","7"
"17","4"
"18","7"
"19","8"
"20","9"
"21","0"
"22","6"
"23","5"
"24","3"
"25","4"
"26","6"
"27","1"
"28","8"
"29","0"
"30","6"
"31","3"
"32","3"
"33","4"
"34","0"
"35","1"
"36","3"
"37","2"
"38","7"
"39","4"
"40","7"
"41","2"
"42","9"
"43","8"
"44","1"
"45","2"
"46","7"
"47","1"
"48","6"
"49","0"
"50","5"
"51","9"
"52","5"
"53","4"
"54","6"
"55","5"
"56","9"
"57","7"
"58","5"
"59","7"
"60","6"
"61","3"
"62","7"
"63","6"
"64","9"
"65","3"
"66","1"
"67","0"
"68","0"
"69","7"
"70","1"
"71","1"
"72","6"
"73","8"
"74","3"
"75","4"
"76","6"
"77","9"
"78","1"
"79","9"
"80","9"
"81","8"
"82","8"
"83","8"
"84","6"
"85","7"
"86","5"
"87","5"
"88","0"
"89","5"
"90","2"
"91","8"
"92","0"
"93","3"
"94","1"
"95","3"
"96","8"
"97","0"
"98","1"
"99","6"
"100","7"
"101","8"
"102","6"
"103","9"
"104","5"
"105","6"
"106","8"
"107","3"
"108","8"
"109","0"
"110","1"
"111","2"
"112","7"
"113","8"
"114","9"
"115","0"
"116","5"
"117","6"
"118","2"
"119","0"
"120","5"
"121","7"
"122","2"
"123","5"
"124","5"
"125","3"
"126","7"
"127","8"
"128","5"
"129","4"
"130","0"
"131","4"
"132","5"
"133","3"
"134","8"
"135","9"
"136","2"
"137","4"
"138","2"
"139","9"
"140","3"
"141","2"
"142","6"
"143","5"
"144","0"
"145","2"
"146","2"
"147","3"
"148","1"
"149","3"
"150","0"
"151","5"
"152","5"
"153","1"
"154","9"
"155","2"
"156","0"
"157","2"
"158","8"
"159","6"
"160","2"
"161","4"
"162","1"
"163","4"
"164","0"
"165","8"
"166","2"
"167","4"
"168","1"
"169","3"
"170","5"
"171","7"
"172","6"
"173","0"
"174","0"
"175","9"
"176","9"
"177","4"
"178","5"
"179","1"
"180","3"
"181","3"
"182","2"
"183","2"
"184","2"
"185","9"
"186","8"
"187","4"
"188","4"
"189","8"
"190","8"
"191","1"
"192","8"
"193","4"
"194","8"
"195","6"
"196","3"
"197","5"
"198","5"
"199","2"
"200","0"
"201","4"
"202","2"
"203","1"
"204","3"
"205","4"
"206","9"
"207","9"
"208","2"
"209","6"
"210","2"
"211","6"
"212","0"
"213","7"
"214","8"
"215","9"
"216","8"
"217","9"
"218","2"
"219","9"
"220","2"
"221","7"
"222","4"
"223","6"
"224","9"
"225","6"
"226","3"
"227","6"
"228","9"
"229","4"
"230","3"
"231","6"
"232","1"
"233","5"
"234","2"
"235","6"
"236","4"
"237","1"
"238","6"
"239","8"
"240","1"
"241","3"
"242","5"
"243","7"
"244","8"
"245","7"
"246","0"
"247","7"
"248","4"
"249","6"
"250","4"
"251","8"
"252","0"
"253","6"
"254","3"
"255","1"
"256","6"
"257","0"
"258","9"
"259","3"
"260","9"
"261","1"
"262","1"
"263","2"
"264","9"
"265","4"
"266","3"
"267","5"
"268","8"
"269","8"
"270","0"
"271","9"
"272","2"
"273","1"
"274","7"
"275","8"
"276","4"
"277","6"
"278","9"
"279","1"
"280","2"
"281","4"
"282","0"
"283","5"
"284","5"
"285","4"
"286","3"
"287","9"
"288","9"
"289","0"
"290","6"
"291","1"
"292","6"
"293","7"
"294","8"
"295","5"
"296","2"
"297","3"
"298","9"
"299","4"
"300","7"
"301","3"
"302","4"
"303","1"
"304","4"
"305","8"
"306","5"
"307","6"
"308","1"
"309","2"
"310","0"
"311","9"
"312","4"
"313","3"
"314","0"
"315","2"
"316","8"
"317","7"
"318","9"
"319","2"
"320","1"
"321","6"
"322","7"
"323","9"
"324","8"
"325","5"
"326","5"
"327","9"
"328","8"
"329","3"
"330","6"
"331","4"
"332","6"
"333","6"
"334","3"
"335","1"
"336","0"
