"0","17"
"1","13"
"2","17"
"3","11"
"4","2"
"5","16"
"6","4"
"7","17"
"8","7"
"9","11"
"10","0"
"11","20"
"12","7"
"13","11"
"14","11"
"15","9"
"16","1"
"17","19"
"18","19"
"19","17"
"20","20"
"21","0"
"22","5"
"23","10"
"24","3"
"25","13"
"26","20"
"27","20"
"28","5"
"29","14"
"30","16"
"31","4"
"32","1"
"33","10"
"34","8"
"35","17"
"36","3"
"37","13"
"38","6"
"39","0"
"40","3"
"41","1"
"42","6"
"43","19"
"44","7"
"45","14"
"46","20"
"47","5"
"48","5"
"49","10"
"50","11"
"51","8"
"52","20"
"53","19"
"54","14"
"55","8"
"56","20"
"57","20"
"58","15"
"59","14"
"60","19"
"61","1"
"62","6"
"63","15"
"64","5"
"65","19"
"66","3"
"67","7"
"68","14"
"69","0"
"70","19"
"71","3"
"72","19"
"73","9"
"74","13"
"75","17"
"76","15"
"77","19"
"78","4"
"79","7"
"80","15"
"81","5"
"82","11"
"83","20"
"84","0"
"85","7"
"86","3"
"87","14"
"88","6"
"89","6"
"90","11"
"91","5"
"92","6"
"93","3"
"94","1"
"95","10"
"96","5"
"97","7"
"98","7"
"99","4"
